1,25,481
2,25,482
3,25,484
4,25,486
5,25,486
6,25,486
7,25,486
8,22,487
9,22,487
10,25,489
11,22,491
12,25,492
13,25,492
14,25,493
15,25,494
16,25,495
17,25,495
18,25,495
19,25,495
20,25,495
21,25,496
22,25,497
23,25,497
24,25,498
25,22,498
26,22,499
27,25,499
28,25,500
29,22,500
30,25,500
31,25,501
32,22,501
33,25,501
34,22,503
35,25,503
36,22,503
37,22,504
38,22,505
39,25,505
40,25,506
41,25,506
42,25,506
43,25,506
44,25,508
45,22,508
46,25,508
47,25,508
48,25,509
49,25,509
50,25,510
51,25,510
52,25,511
53,25,511
54,22,511
55,25,512
56,25,512
57,25,512
58,25,513
59,25,513
60,25,514
61,25,514
62,22,514
63,25,515
64,25,515
65,22,516
66,25,516
67,25,516
68,25,516
69,25,516
70,25,516
71,23,517
72,25,517
73,25,518
74,25,518
75,25,518
76,22,518
77,22,519
78,25,519
79,25,519
80,22,519
81,25,520
82,25,521
83,25,521
84,22,521
85,25,521
86,25,521
87,22,521
88,25,522
89,25,522
90,25,522
91,22,522
92,25,523
93,23,523
94,25,523
95,21,524
96,25,524
97,22,524
98,21,524
99,22,524
100,22,524
101,25,525
102,21,526
103,25,526
104,21,526
105,25,526
106,25,526
107,25,526
108,22,526
109,22,527
110,22,527
111,25,527
112,23,527
113,25,527
114,25,527
115,25,528
116,25,528
117,25,528
118,21,528
119,25,528
120,25,528
121,21,528
122,23,529
123,25,529
124,25,529
125,22,529
126,22,529
127,22,530
128,25,530
129,25,530
130,22,530
131,25,530
132,21,531
133,23,531
134,25,531
135,25,531
136,22,532
137,25,532
138,25,532
139,22,532
140,25,532
141,21,533
142,25,533
143,22,533
144,22,533
145,22,534
146,25,534
147,22,534
148,23,534
149,21,534
150,23,535
151,25,535
152,22,535
153,23,535
154,21,536
155,25,536
156,22,536
157,23,536
158,21,536
159,23,536
160,22,536
161,21,536
162,21,537
163,25,537
164,21,537
165,25,538
166,22,538
167,25,538
168,25,538
169,25,538
170,25,538
171,22,538
172,25,538
173,25,539
174,25,539
175,25,539
176,22,539
177,25,540
178,25,540
179,25,540
180,25,540
181,22,540
182,25,540
183,21,540
184,25,540
185,25,541
186,22,541
187,25,541
188,22,541
189,22,541
190,21,541
191,21,541
192,24,541
193,24,541
194,24,541
195,21,542
196,25,542
197,22,542
198,23,542
199,23,542
200,21,542
201,23,542
202,23,542
203,21,542
204,23,542
205,23,542
206,21,542
207,21,543
208,22,543
209,22,543
210,25,543
211,25,543
212,21,543
213,25,543
214,24,544
215,22,544
216,21,544
217,21,544
218,24,545
219,22,545
220,23,545
221,24,545
222,23,545
223,24,545
224,22,546
225,22,546
226,25,546
227,25,546
228,21,546
229,25,546
230,23,546
231,23,546
232,25,547
233,24,547
234,22,547
235,25,547
236,24,547
237,23,547
238,24,547
239,23,547
240,24,547
241,25,548
242,22,548
243,25,548
244,25,548
245,23,548
246,21,549
247,25,549
248,25,549
249,25,549
250,25,549
251,25,549
252,25,549
253,22,549
254,22,549
255,23,549
256,21,550
257,25,550
258,25,550
259,22,550
260,21,550
261,25,550
262,21,550
263,23,550
264,25,550
265,24,550
266,23,550
267,25,551
268,24,550
269,24,550
270,24,550
271,25,551
272,25,551
273,23,551
274,25,551
275,21,551
276,22,551
277,25,553
278,25,553
279,21,552
280,21,552
281,24,552
282,22,552
283,21,552
284,24,552
285,22,553
286,25,555
287,8,552
288,21,553
289,21,553
290,22,553
291,10,552
292,14,552
293,22,553
294,24,553
295,24,553
296,25,556
297,25,556
298,25,556
299,22,554
300,25,556
301,23,554
302,25,556
303,22,554
304,23,554
305,22,554
306,25,557
307,23,554
308,24,554
309,25,557
310,15,554
311,21,555
312,1,554
313,15,554
314,13,554
315,4,554
316,21,555
317,4,554
318,15,554
319,9,554
320,22,556
321,16,554
322,3,554
323,10,554
324,23,555
325,2,554
326,15,554
327,23,555
328,21,556
329,16,555
330,10,555
331,25,558
332,15,555
333,16,555
334,25,558
335,25,558
336,23,556
337,25,559
338,17,555
339,24,556
340,15,556
341,17,556
342,21,556
343,21,556
344,21,557
345,25,559
346,25,559
347,22,557
348,11,556
349,22,557
350,25,560
351,2,556
352,17,556
353,3,556
354,24,557
355,9,556
356,24,557
357,25,560
358,22,559
359,22,559
360,9,557
361,25,560
362,22,559
363,1,558
364,24,558
365,25,560
366,25,560
367,4,558
368,16,558
369,25,561
370,25,561
371,16,558
372,25,561
373,14,558
374,16,558
375,8,558
376,21,559
377,23,559
378,23,560
379,24,559
380,24,559
381,25,561
382,24,559
383,13,559
384,25,562
385,5,559
386,22,561
387,25,564
388,25,564
389,23,560
390,23,560
391,23,560
392,23,560
393,21,561
394,23,561
395,21,562
396,2,560
397,25,564
398,25,564
399,6,561
400,24,561
401,7,561
402,25,565
403,25,565
404,2,561
405,6,561
406,21,562
407,25,565
408,25,565
409,17,561
410,22,563
411,24,562
412,23,562
413,14,562
414,24,563
415,6,562
416,24,563
417,1,562
418,5,562
419,22,564
420,4,562
421,21,563
422,21,563
423,23,563
424,25,566
425,22,564
426,21,564
427,3,563
428,1,563
429,1,563
430,24,564
431,22,565
432,3,563
433,25,566
434,21,564
435,25,567
436,21,564
437,21,565
438,21,567
439,22,565
440,22,565
441,23,565
442,25,567
443,3,564
444,22,565
445,25,567
446,8,564
447,25,567
448,23,565
449,25,568
450,25,568
451,22,566
452,6,565
453,22,566
454,20,565
455,25,568
456,22,566
457,23,566
458,23,566
459,24,566
460,24,566
461,24,566
462,23,566
463,25,569
464,17,566
465,22,567
466,9,566
467,25,570
468,21,567
469,24,567
470,23,567
471,23,567
472,22,568
473,23,567
474,21,567
475,22,568
476,24,568
477,13,567
478,25,570
479,4,567
480,17,567
481,25,570
482,24,568
483,25,570
484,21,568
485,21,568
486,25,571
487,25,571
488,4,568
489,3,568
490,23,570
491,9,568
492,9,568
493,24,569
494,10,568
495,24,570
496,21,569
497,22,570
498,21,569
499,22,570
500,22,570
501,25,572
502,5,569
503,25,572
504,24,571
505,13,569
506,21,571
507,24,571
508,1,569
509,8,569
510,25,573
511,25,573
512,25,573
513,8,570
514,25,573
515,25,573
516,8,570
517,20,570
518,24,572
519,23,571
520,8,570
521,11,570
522,14,570
523,22,573
524,23,573
525,15,571
526,25,574
527,25,575
528,25,575
529,25,575
530,15,571
531,25,575
532,15,571
533,16,571
534,14,572
535,24,572
536,25,576
537,4,572
538,15,572
539,23,573
540,25,576
541,2,572
542,25,576
543,15,572
544,21,573
545,21,573
546,15,572
547,5,572
548,9,573
549,21,574
550,25,577
551,1,573
552,22,574
553,23,574
554,20,573
555,2,573
556,5,573
557,25,577
558,7,573
559,22,575
560,23,574
561,25,577
562,1,574
563,21,575
564,23,575
565,25,578
566,24,575
567,6,574
568,23,576
569,24,575
570,21,575
571,25,578
572,22,576
573,2,575
574,20,575
575,7,575
576,22,576
577,24,576
578,24,576
579,22,576
580,16,575
581,17,576
582,23,576
583,21,576
584,21,576
585,23,577
586,3,576
587,25,579
588,5,576
589,25,579
590,22,577
591,22,577
592,18,576
593,25,579
